Ville,Température
Savigné,0.92
city,temp
Savigné,0.97
city,temp
Saverdun,11.49
city,temp
Saverdun,11.5
city,temp
Savennières,5.77
city,temp
Savennières,5.77
city,temp
Savenay,6.32
city,temp
Savenay,6.3
city,temp
Savasse,4.87
city,temp
Savasse,4.59
city,temp
Sauzé-Vaussais,0.9
city,temp
Sauzé-Vaussais,0.87
city,temp
Sauzet,5.02
city,temp
Sauzet,4.89
city,temp
Sauxillanges,-2.81
city,temp
Sauxillanges,-2.9
city,temp
Sauvigny-les-Bois,4.54
city,temp
Sauvigny-les-Bois,4.59
city,temp
Sauviat-sur-Vige,9.95
city,temp
Sauviat-sur-Vige,9.84
city,temp
Sauvian,10.61
city,temp
Sauvian,10.64
city,temp
Sauveterre,7.72
city,temp
Sauveterre,7.98
city,temp
Sauverny,1.56
city,temp
Sauverny,1.56
city,temp
Sauve,10.4
city,temp
Sauve,10.72
city,temp
Sautron,5.58
city,temp
Sautron,5.69
city,temp
Sausset-les-Pins,11.65
city,temp
Sausset-les-Pins,11.63
city,temp
Saussay,5.86
city,temp
Saussay,5.89
city,temp
Saussan,11.01
city,temp
Saussan,11.01
city,temp
Sausheim,2.7
city,temp
Sausheim,2.67
city,temp
Saulzoir,5.68
city,temp
Saulzoir,5.64
city,temp
Saulxures-sur-Moselotte,-0.11
city,temp
Saulxures-sur-Moselotte,-0.14
city,temp
Saulxures-lès-Nancy,1.51
city,temp
Saulxures-lès-Nancy,1.48
city,temp
Sault-lès-Rethel,6.01
city,temp
Sault-lès-Rethel,6
city,temp
Sault,3.21
city,temp
Sault,3.26
city,temp
Sault-Brénaz,1.75
city,temp
Sault-Brénaz,1.72
city,temp
Saultain,5.53
city,temp
Saultain,5.59
city,temp
Saulny,3.8
city,temp
Saulny,4.45
city,temp
Saulnes,4.33
city,temp
Saulnes,4.58
city,temp
Saulieu,0.91
city,temp
Saulieu,0.91
city,temp
Saulgé,1.13
city,temp
Saulcy-sur-Meurthe,-0.52
city,temp
Saulcy-sur-Meurthe,-0.28
city,temp
Saulce-sur-Rhône,3.48
city,temp
Saulce-sur-Rhône,3.3
city,temp
Saujon,2.12
city,temp
Saujon,2.1
city,temp
Satolas-et-Bonce,0.65
city,temp
Satolas-et-Bonce,0.84
city,temp
Satillieu,0.77
city,temp
Satillieu,0.77
city,temp
Sathonay-Village,0.12
city,temp
Sathonay-Village,0.15
city,temp
Sathonay-Camp,0.3
city,temp
Sathonay-Camp,0.4
city,temp
Sassenay,3.33
city,temp
Sassenay,3.31
city,temp
Sassenage,5.46
city,temp
Sassenage,5.73
city,temp
Sarzeau,7.84
city,temp
Sarzeau,7.75
city,temp
Sartène,13.4
city,temp
Sartène,13.4
city,temp
Sarry,3.83
city,temp
Sarrola-Carcopino,12.1
city,temp
Sarrians,7.92
city,temp
Sarrians,7.9
city,temp
Sarrewerden,4.78
city,temp
Sarrewerden,4.82
city,temp
Sarre-Union,4.71
city,temp
Sarre-Union,4.78
city,temp
Sarreinsming,5.26
city,temp
Sarrebourg,2.95
city,temp
Sarras,3.22
city,temp
Sarras,3.26
city,temp
Sarralbe,5.13
city,temp
Sari-Solenzara,13.59
city,temp
Sari-Solenzara,13.59
city,temp
Sargé-sur-Braye,4.65
city,temp
Sargé-sur-Braye,4.51
city,temp
Sargé-lès-le-Mans,9.54
city,temp
Sargé-lès-le-Mans,9.54
city,temp
Saône,2.17
city,temp
Sanvignes-les-Mines,1.08
city,temp
Sanvignes-les-Mines,1.13
city,temp
Santes,6.45
city,temp
Santes,6.45
city,temp
Santeny,5.15
city,temp
Santeny,5.18
city,temp
Santec,7.17
city,temp
Santec,7.17
city,temp
Santa-Maria-di-Lota,11
city,temp
Santa-Maria-di-Lota,11.9
city,temp
Santa-Lucia-di-Moriani,13.69
city,temp
Santa-Lucia-di-Moriani,14.02
city,temp
San-Nicolao,13.04
city,temp
San-Nicolao,13.75
city,temp
San-Martino-di-Lota,9.47
city,temp
San-Martino-di-Lota,11.59
city,temp
Sangatte,6.99
city,temp
Sangatte,6.97
city,temp
Sandillon,4.18
city,temp
Sandillon,4.18
city,temp
Sand,1.08
city,temp
Sand,1.06
city,temp
Arrondissement de Saint-Amand-Montrond,0.57
city,temp
Sancoins,0.81
city,temp
Sancoins,0.8
city,temp
Sancey,1.86
city,temp
Sancey-le-Grand,1.78
city,temp
Sancé,1.94
city,temp
Sancé,1.93
city,temp
Samoreau,4.93
city,temp
Samoreau,4.82
city,temp
Samois-sur-Seine,4.73
city,temp
Samois-sur-Seine,4.75
city,temp
Sammeron,5.2
city,temp
Sammeron,5.2
city,temp
Samer,6.64
city,temp
Samer,6.64
city,temp
Saméon,6.14
city,temp
Saméon,6.15
city,temp
Samatan,12.19
city,temp
Samatan,12.23
city,temp
Salviac,10.23
city,temp
Salviac,10.18
city,temp
Salouël,5.47
city,temp
Salouël,5.62
city,temp
Salomé,6.36
city,temp
Salomé,6.39
city,temp
Salles-sur-Mer,2.05
city,temp
Salles-sur-Mer,2.08
city,temp
Salles-la-Source,11.31
city,temp
Salles-la-Source,11.87
city,temp
Salles-Curan,9.18
city,temp
Salles-Curan,9.3
city,temp
Salles,7.97
city,temp
Salles,7.99
city,temp
Sallertaine,5.81
city,temp
Sallertaine,5.8
city,temp
Sallebœuf,10.09
city,temp
Sallebœuf,10.09
city,temp
Sallaumines,6.27
city,temp
Sallaumines,6.24
city,temp
Salins-Fontaine,3.77
city,temp
Salins-les-Thermes,3.78
city,temp
Salins-les-Bains,1.66
city,temp
Salins-les-Bains,2
city,temp
Salindres,7.86
city,temp
Salindres,7.94
city,temp
Saligny,4.18
city,temp
Saligny,4.21
city,temp
Salignac,10.99
city,temp
Salignac,10.92
city,temp
Salies-du-Salat,11.04
city,temp
Salies-du-Salat,11.06
city,temp
Saleux,5.47
city,temp
Saleux,5.57
city,temp
Sales,2.67
city,temp
Sales,2.25
city,temp
Salernes,12.76
city,temp
Salernes,12.75
city,temp
Saleilles,13.48
city,temp
Saleilles,13.49
city,temp
Salses-le-Château,13.46
city,temp
Salses-le-Château,13.42
city,temp
Salbris,3.62
city,temp
Salbris,3.53
city,temp
Évette-Salbert,1.8
city,temp
Salbert,1.76
city,temp
Salaise-sur-Sanne,2.32
city,temp
Salaise-sur-Sanne,2.4
city,temp
Salagnon,1.59
city,temp
Salagnon,1.68
city,temp
Saizerais,1.91
city,temp
Saizerais,1.81
city,temp
Saïx,13.02
city,temp
Saïx,13
city,temp
Saivres,1.06
city,temp
Saivres,1.01
city,temp
Saint-Zacharie,10.93
city,temp
Saint-Zacharie,11.18
city,temp
Saint-Yvi,9.18
city,temp
Saint-Yvi,9.18
city,temp
Saint-Yrieix-sur-Charente,2.33
city,temp
Saint-Yrieix-sur-Charente,2.33
city,temp
Saint-Yrieix-la-Perche,9.41
city,temp
Saint-Yrieix-la-Perche,9.32
city,temp
Saint-Xandre,1.98
city,temp
Saint-Xandre,1.95
city,temp
Saint-Witz,5.1
city,temp
Saint-Witz,4.88
city,temp
Saint-Wandrille-Rançon,6.66
city,temp
Saint-Wandrille-Rançon,7.01
city,temp
Saint-Vrain,5.27
city,temp
Saint-Vrain,5.16
city,temp
Saint-Vite,11.76
city,temp
Saint-Vite,11.79
city,temp
Saint-Vit,2.52
city,temp
Saint-Vit,2.52
city,temp
Saint-Vincent-sur-Oust,7.08
city,temp
Saint-Vincent-sur-Oust,7.05
city,temp
Saint-Vincent-sur-Graon,4.38
city,temp
Saint-Vincent-sur-Graon,4.33
city,temp
Saint-Vincent-des-Landes,6.43
city,temp
Saint-Vincent-des-Landes,6.39
city,temp
Saint-Vincent-de-Paul,10.71
city,temp
Saint-Vincent-de-Paul,10.71
city,temp
Saint-Vincent-de-Mercuze,3.82
city,temp
Saint-Vincent-de-Mercuze,3.69
city,temp
Saint-Vigor-le-Grand,7.1
city,temp
Saint-Vigor-le-Grand,7.11
city,temp
Arrondissement de Rochechouart,9.07
city,temp
Saint-Victurnien,11
city,temp
Saint-Victurnien,11.1
city,temp
Saint-Victor-la-Coste,7.49
city,temp
Saint-Victor-la-Coste,7.44
city,temp
Saint-Victoret,11.62
city,temp
Saint-Victoret,11.6
city,temp
Saint-Victor-de-Cessieu,2.06
city,temp
Saint-Victor-de-Cessieu,2.06
city,temp
Gozinière,-0.13
city,temp
Saint-Victor,6.23
city,temp
Saint-Victor,6.23
city,temp
Saint-Viaud,6.79
city,temp
Saint-Viaud,6.91
city,temp
Saint-Viâtre,3.84
city,temp
Saint-Viâtre,3.87
city,temp
Saint-Viance,10.84
city,temp
Saint-Viance,10.89
city,temp
Saint-Vérand,0.27
city,temp
Saint-Vérand,0.19
city,temp
Saint-Vérand,2.94
city,temp
Saint-Vérand,2.94
city,temp
Saint-Venant,6.45
city,temp
Saint-Venant,6.44
city,temp
Saint-Vaury,9.71
city,temp
Saint-Vaury,9.6
city,temp
Saint-Varent,1.1
city,temp
Saint-Varent,1.16
city,temp
Saint-Vallier,3.23
city,temp
Saint-Vallier,3.31
city,temp
Saint-Valery-en-Caux,6.69
city,temp
Saint-Valery-en-Caux,6.69
city,temp
Saint-Valérien,3.47
city,temp
Saint-Valérien,3.44
city,temp
Saint-Vaast-la-Hougue,7.86
city,temp
Saint-Vaast-la-Hougue,7.86
city,temp
Saint-Uze,3.08
city,temp
Saint-Uze,3.08
city,temp
Saint-Usuge,1.74
city,temp
Saint-Usuge,1.7
city,temp
Saint-Usage,3.21
city,temp
Saint-Usage,3.21
city,temp
Saint-Urbain,8.74
city,temp
Saint-Urbain,8.74
city,temp
Saint-Urbain,6.18
city,temp
Saint-Urbain,6.19
city,temp
Saint-Tropez,13.6
city,temp
Saint-Tropez,13.94
city,temp
Saint-Trivier-sur-Moignans,0.74
city,temp
Saint-Trivier-sur-Moignans,0.75
city,temp
Saint-Trivier-de-Courtes,1.32
city,temp
Saint-Trivier-de-Courtes,1.29
city,temp
Saint-Thuriau,6.93
city,temp
Saint-Thuriau,6.93
city,temp
Saint-Thurial,7.1
city,temp
Saint-Thurial,7.07
city,temp
Saint-Thonan,8.9
city,temp
Saint-Thonan,8.9
city,temp
Saint-Thibéry,10.21
city,temp
Saint-Thibéry,10.17
city,temp
Saint-Thibault-des-Vignes,5.37
city,temp
Saint-Thibault-des-Vignes,5.55
city,temp
Saint-Thégonnec Loc-Eguiner,7.02
city,temp
Saint-Thégonnec,7.02
city,temp
Saint-Symphorien-sur-Coise,-0.41
city,temp
Saint-Symphorien-de-Lay,0.53
city,temp
Saint-Symphorien-de-Lay,0.53
city,temp
Saint-Symphorien,2.01
city,temp
Saint-Symphorien,10.45
city,temp
Saint-Symphorien,10.47
city,temp
Saint-Sylvestre-Cappel,6.24
city,temp
Saint-Sylvestre-Cappel,6.14
city,temp
Saint-Sulpice-sur-Lèze,11.53
city,temp
Saint-Sulpice-sur-Lèze,11.65
city,temp
Saint-Sulpice-les-Feuilles,10.79
city,temp
Saint-Sulpice-les-Feuilles,10.79
city,temp
Saint-Sulpice-le-Guérétois,10.13
city,temp
Saint-Sulpice-le-Guérétois,10.11
city,temp
Saint-Sulpice-la-Forêt,7.2
city,temp
Saint-Sulpice-la-Forêt,7.25
city,temp
Saint-Sulpice-de-Royan,2.03
city,temp
Saint-Sulpice-de-Royan,2.03
city,temp
Saint-Sulpice-de-Cognac,2.03
city,temp
Saint-Sulpice-de-Cognac,2.06
city,temp
Saint-Sulpice,4.89
city,temp
Saint-Sulpice,4.89
city,temp
Saint-Sulpice-de-Pommeray,4.25
city,temp
Saint-Sulpice-de-Pommeray,4.25
city,temp
Saint-Sulpice-la-Pointe,13.71
city,temp
Saint-Sulpice-la-Pointe,13.69
city,temp
Saint-Soupplets,5.1
city,temp
Saint-Soupplets,5.19
city,temp
Saint-Souplet,4.99
city,temp
Saint-Souplet,5.05
city,temp
Saint-Sorlin-en-Valloire,2.66
city,temp
Saint-Sorlin-en-Valloire,2.83
city,temp
Saint-Sorlin-en-Bugey,1.51
city,temp
Saint-Sorlin-en-Bugey,1.48
city,temp
Saint-Simon,11.15
city,temp
Saint-Simon,11.69
city,temp
Saint-Siméon-de-Bressieux,2.07
city,temp
Saint-Siméon-de-Bressieux,2.16
city,temp
Saint-Sever,12.51
city,temp
Saint-Sever,12.97
city,temp
Saint-Seurin-sur-l'Isle,11.01
city,temp
Saint-Seurin-sur-l'Isle,11.01
city,temp
Saint-Sernin-du-Bois,0.62
city,temp
Saint-Sernin-du-Bois,0.43
city,temp
Saint-Sernin,6.06
city,temp
Saint-Sernin,5.7
city,temp
Saint-Senoux,7.16
city,temp
Saint-Senoux,7.02
city,temp
Saint-Sébastien-de-Morsent,6.06
city,temp
Saint-Sébastien-de-Morsent,6.1
city,temp
Saint-Savournin,9.05
city,temp
Saint-Savournin,9.37
city,temp
Saint-Savinien,2.01
city,temp
Saint-Savinien,2.06
city,temp
Saint-Savin,10.6
city,temp
Saint-Savin,10.74
city,temp
Saint-Savin,1.22
city,temp
Saint-Savin,1.22
city,temp
Saint-Savin,1.58
city,temp
Saint-Savin,1.88
city,temp
Saint-Sauveur-sur-École,5
city,temp
Saint-Sauveur-sur-École,5.11
city,temp
Saint-Sauveur-en-Rue,-1.66
city,temp
Saint-Sauveur-en-Rue,-1.31
city,temp
Saint-Sauveur-des-Landes,7.01
city,temp
Saint-Sauveur-des-Landes,6.99
city,temp
Saint-Sauveur-de-Montagut,1.46
city,temp
Saint-Sauveur-de-Montagut,2.45
city,temp
Saint-Sauveur,5.76
city,temp
Saint-Sauveur,5.73
city,temp
Saint-Sauveur,5.57
city,temp
Saint-Sauveur,5.57
city,temp
Saint-Sauveur,1.06
city,temp
Saint-Sauveur,1.03
city,temp
Senillé-Saint-Sauveur,1.18
city,temp
Saint-Sauveur,1.03
city,temp
Saint-Sauveur,10.48
city,temp
Saint-Sauveur,10.48
city,temp
Saint-Sauveur,3.18
city,temp
Saint-Sauveur,3.16
city,temp
Saint-Sauveur,13.69
city,temp
Saint-Sauveur,13.69
city,temp
Saint-Sauves-d'Auvergne,-5.47
city,temp
Saint-Sauves-d'Auvergne,-5.6
city,temp
Saint-Sauvant,0.85
city,temp
Saint-Sauvant,0.85
city,temp
Saint-Saulve,5.84
city,temp
Saint-Saulve,5.92
city,temp
Saint-Saturnin-sur-Loire,5.79
city,temp
Saint-Saturnin-sur-Loire,5.52
city,temp
Saint-Saturnin-lès-Avignon,7.82
city,temp
Saint-Saturnin-lès-Avignon,7.68
city,temp
Saint-Saturnin-lès-Apt,6.52
city,temp
Saint-Saturnin-lès-Apt,7.46
city,temp
Saint-Saturnin,9.63
city,temp
Saint-Saturnin,9.86
city,temp
Saint-Saturnin,1.41
city,temp
Saint-Saturnin,1.41
city,temp
Saint-Saturnin,-4.23
city,temp
Saint-Saturnin,-3.25
city,temp
Saint-Satur,1.13
city,temp
Saint-Satur,1.03
city,temp
Saint-Samson-sur-Rance,6.93
city,temp
Saint-Samson-sur-Rance,6.74
city,temp
Saint-Saëns,6.46
city,temp
Saint-Saëns,6.53
city,temp
Beautheil-Saints,4.58
city,temp
Saints,4.59
city,temp
Saintry-sur-Seine,5.01
city,temp
Saintry-sur-Seine,5.1
city,temp
Saint-Romans,4.5
city,temp
Saint-Romans,4.46
city,temp
Saint-Romain-sur-Cher,3.29
city,temp
Saint-Romain-sur-Cher,3.34
city,temp
Saint-Romain-la-Motte,0.75
city,temp
Saint-Romain-la-Motte,0.75
city,temp
Saint-Romain-en-Gal,1.62
city,temp
Saint-Romain-en-Gal,1.58
city,temp
Saint-Romain-de-Popey,0.18
city,temp
Saint-Romain-de-Popey,-0.16
city,temp
Saint-Romain-de-Jalionas,1.14
city,temp
Saint-Romain-de-Jalionas,1.12
city,temp
Saint-Romain-de-Colbosc,6.46
city,temp
Saint-Romain-de-Colbosc,6.48
city,temp
Saint-Romain-de-Benet,1.97
city,temp
Saint-Romain-de-Benet,1.97
city,temp
Saint-Rogatien,1.96
city,temp
Saint-Rogatien,1.98
city,temp
Saint-Riquier,6.01
city,temp
Saint-Riquier,5.99
city,temp
Saint-Restitut,6.92
city,temp
Saint-Restitut,7.42
city,temp
Saint-Renan,9.98
city,temp
Saint-Renan,9.98
city,temp
Saint-Rémy-lès-Chevreuse,5.12
city,temp
Saint-Rémy-lès-Chevreuse,5
city,temp
Saint-Rémy-en-Mauges,4.98
city,temp
Saint-Rémy-en-Mauges,5.02
city,temp
Saint-Rémy-de-Maurienne,3.96
city,temp
Saint-Rémy-de-Maurienne,3.6
city,temp
Saint-Quentin-sur-Isère,4.62
city,temp
Saint-Quentin-sur-Isère,4.64
city,temp
Saint-Quentin-Fallavier,0.6
city,temp
Saint-Quentin-Fallavier,0.55
city,temp
Saint-Quentin-en-Mauges,5.29
city,temp
Saint-Quentin-en-Mauges,5.27
city,temp
Saint-Quay-Portrieux,5.9
city,temp
Saint-Quay-Portrieux,5.91
city,temp
Saint-Quay-Perros,6.81
city,temp
Saint-Quay-Perros,6.81
city,temp
Saint-Python,5.49
city,temp
Saint-Python,5.55
city,temp
Saint-Pryvé-Saint-Mesmin,4.2
city,temp
Saint-Pryvé-Saint-Mesmin,4.2
city,temp
Saint-Prouant,3.83
city,temp
Saint-Prouant,3.89
city,temp
Saint-Projet-Saint-Constant,3.51
city,temp
Saint-Projet,3.57
city,temp
Saint-Prix,5
city,temp
Saint-Prix,5
city,temp
Saint-Privat-la-Montagne,4.13
city,temp
Saint-Privat-la-Montagne,4.07
city,temp
Saint-Privat-des-Vieux,8.15
city,temp
Saint-Privat-des-Vieux,8.15
city,temp
Saint-Privat,13.31
city,temp
Saint-Privat,12.19
city,temp
Saint-Privat,2.65
city,temp
Saint-Privat,2.71
city,temp
Saint-Priest-Taurion,10.74
city,temp
Saint-Priest-Taurion,10.82
city,temp
Saint-Priest-sous-Aixe,10.5
city,temp
Saint-Priest-sous-Aixe,10.5
city,temp
Saint-Priest-en-Jarez,0.38
city,temp
Saint-Priest-en-Jarez,0.21
city,temp
Saint-Priest,1.32
city,temp
Saint-Priest,1.32
city,temp
Saint-Prest,5.21
city,temp
Saint-Prest,5.2
city,temp
Saint-Pourçain-sur-Sioule,-0.22
city,temp
Saint-Pourçain-sur-Sioule,0.03
city,temp
Saint-Pouange,2.94
city,temp
Saint-Pouange,2.92
city,temp
Saint-Porquier,13.4
city,temp
Saint-Porquier,13.38
city,temp
Saint-Porchaire,1.95
city,temp
Saint-Porchaire,2.01
city,temp
Saint-Pons-de-Thomières,10.69
city,temp
Saint-Pons-de-Thomières,10.55
city,temp
Saint-Pol-sur-Ternoise,6.15
city,temp
Saint-Pol-sur-Ternoise,6.12
city,temp
Saint-Pierre-en-Auge,7.05
city,temp
Saint-Pierre-sur-Dives,7.05
city,temp
Saint-Pierre-Quiberon,8.49
city,temp
Saint-Pierre-Quiberon,8.54
city,temp
Saint-Pierre-Montlimart,5.07
city,temp
Saint-Pierre-Montlimart,5.04
city,temp
Saint-Pierre-lès-Nemours,4.44
city,temp
Saint-Pierre-lès-Nemours,4.4
city,temp
Saint-Pierre-lès-Elbeuf,7.08
city,temp
Saint-Pierre-lès-Elbeuf,7.08
city,temp
Saint-Pierre-le-Moûtier,2.65
city,temp
Saint-Pierre-le-Moûtier,2.72
city,temp
Saint-Pierre-la-Palud,-0.08
city,temp
Saint-Pierre-la-Palud,-0.14
city,temp
Saint-Pierre-la-Cour,5.84
city,temp
Saint-Pierre-la-Cour,5.79
city,temp
Saint-Pierre-en-Val,5.5
city,temp
Saint-Pierre-en-Val,5.71
city,temp
Saint-Pierre-Église,7.35
city,temp
Saint-Pierre-Église,7.31
city,temp
Saint-Pierre-du-Vauvray,6.76
city,temp
Saint-Pierre-du-Vauvray,6.93
city,temp
Saint-Pierre-du-Regard,6.93
city,temp
Saint-Pierre-du-Regard,6.62
city,temp
Saint-Pierre-du-Perray,5.02
city,temp
Saint-Pierre-du-Perray,5.04
city,temp
Saint-Pierre-du-Chemin,3.1
city,temp
Saint-Pierre-du-Chemin,3.1
city,temp
Saint-Pierre-de-Varengeville,6.55
city,temp
Saint-Pierre-de-Varengeville,6.59
city,temp
Saint-Pierre-des-Nids,9.11
city,temp
Saint-Pierre-des-Nids,9.11
city,temp
Saint-Pierre-des-Fleurs,6.16
city,temp
Saint-Pierre-des-Fleurs,6.16
city,temp
Saint-Pierre-des-Échaubrognes,4.03
city,temp
Saint-Pierre-des-Échaubrognes,4.15
city,temp
Mesnil-Roc'h,6.8
city,temp
Saint-Pierre-de-Plesguen,6.71
city,temp
Saint-Pierre-de-Chandieu,0.67
city,temp
Saint-Pierre-de-Chandieu,0.65
city,temp
Saint-Pierre-de-Bœuf,2.06
city,temp
Saint-Pierre-de-Bœuf,1.77
city,temp
Saint-Piat,5.29
city,temp
Saint-Piat,5.26
city,temp
Saint-Philibert,8.4
city,temp
Saint-Philibert,8.4
city,temp
Saint-Philbert-du-Peuple,5.65
city,temp
Saint-Philbert-du-Peuple,5.61
city,temp
Saint-Philbert-de-Grand-Lieu,5.18
city,temp
Saint-Philbert-de-Grand-Lieu,5.2
city,temp
Saint-Philbert-de-Bouaine,4.96
city,temp
Saint-Philbert-de-Bouaine,4.94
city,temp
Saint-Perreux,7.31
city,temp
Saint-Perreux,7.21
city,temp
Saint-Père-en-Retz,6.66
city,temp
Saint-Père-en-Retz,6.8
city,temp
Saint-Père-Marc-en-Poulet,6.97
city,temp
Saint-Père,6.92
city,temp
Saint-Péray,2.72
city,temp
Saint-Péray,3.2
city,temp
Saint-Pé-de-Bigorre,15.95
city,temp
Saint-Pé-de-Bigorre,15.13
city,temp
Saint-Paul-Trois-Châteaux,7.75
city,temp
Saint-Paul-Trois-Châteaux,7.75
city,temp
Saint-Paul-lès-Romans,2.91
city,temp
Saint-Paul-lès-Romans,2.89
city,temp
Saint-Paulet-de-Caisson,7.87
city,temp
Saint-Paulet-de-Caisson,7.77
city,temp
Saint-Paul-en-Pareds,3.97
city,temp
Saint-Paul-en-Pareds,3.84
city,temp
Saint-Paul-en-Jarez,0.46
city,temp
Saint-Paul-en-Jarez,0.44
city,temp
Saint-Paul-en-Forêt,12.6
city,temp
Saint-Paul-en-Forêt,12.25
city,temp
Saint-Paul-en-Cornillon,0.7
city,temp
Saint-Paul,0.71
city,temp
Saint-Paul-en-Chablais,-0.84
city,temp
Saint-Paul-en-Chablais,-1.41
city,temp
Saint-Paul-de-Varces,4.5
city,temp
Saint-Paul-de-Varces,4.5
city,temp
Saint-Paul-de-Varax,0.33
city,temp
Saint-Paul-de-Varax,0.31
city,temp
Saint-Paul-de-Jarrat,10.51
city,temp
Saint-Paul-de-Jarrat,10.28
city,temp
Saint-Paul-de-Fenouillet,11.73
city,temp
Saint-Paul-de-Fenouillet,11.79
city,temp
Saint-Paul-Cap-de-Joux,13.33
city,temp
Saint-Paul-Cap-de-Joux,13.19
city,temp
Saint-Paul,4.8
city,temp
Saint-Paul,10.23
city,temp
Saint-Paul,10.23
city,temp
Saint-Paul-de-Vence,13.24
city,temp
Saint-Paul-de-Vence,12.88
city,temp
Saint-Pathus,5.28
city,temp
Saint-Paterne-Racan,4.74
city,temp
Saint-Paterne - Le Chevain,9.42
city,temp
Saint-Paterne,9.42
city,temp
Saint-Parres-aux-Tertres,2.97
city,temp
Saint-Parres-aux-Tertres,3.03
city,temp
Saint-Parize-le-Châtel,3.41
city,temp
Saint-Parize-le-Châtel,3.39
city,temp
Arrondissement de Lodève,8.94
city,temp
Saint-Pargoire,9.85
city,temp
Saint-Pargoire,9.89
city,temp
Saint-Pardoux-Soutiers,0.58
city,temp
Saint-Pardoux,0.48
city,temp
Saint-Pantaléon-de-Larche,10.71
city,temp
Saint-Pantaléon-de-Larche,10.93
city,temp
Saint-Pal-de-Mons,-1.74
city,temp
Saint-Pal-de-Mons,-1.74
city,temp
Saint-Palais-sur-Mer,2.1
city,temp
Saint-Palais-sur-Mer,2.1
city,temp
Saint-Palais,13.22
city,temp
Saint-Palais,13.25
city,temp
Saint-Paër,6.67
city,temp
Saint-Paër,6.59
city,temp
Saint-Pabu,9.88
city,temp
Saint-Pabu,9.76
city,temp
Saint-Ouen-en-Belin,5.15
city,temp
Saint-Ouen-en-Belin,5.27
city,temp
Saint-Ouen-du-Tilleul,6.32
city,temp
Saint-Ouen-du-Tilleul,6.35
city,temp
Saint-Ouen-de-Thouberville,6.43
city,temp
Saint-Ouen-de-Thouberville,6.42
city,temp
Saint-Ouën-des-Toits,5.62
city,temp
Saint-Ouën-des-Toits,5.62
city,temp
Saint-Ouen-des-Alleux,7.2
city,temp
Saint-Ouen-des-Alleux,7.25
city,temp
Saint-Ouen,5.89
city,temp
Saint-Ouen,5.91
city,temp
Saint-Ouen,4.03
city,temp
Saint-Ouen,3.97
city,temp
Saint-Orens-de-Gameville,12.82
city,temp
Saint-Orens-de-Gameville,12.83
city,temp
Saint-Omer-en-Chaussée,4.91
city,temp
Saint-Omer-en-Chaussée,4.83
city,temp
Saint-Nom-la-Bretèche,5.03
city,temp
Saint-Nom-la-Bretêche,5.03
city,temp
Saint-Nolff,6.6
city,temp
Saint-Nolff,6.8
city,temp
Saint-Nizier-sous-Charlieu,1.23
city,temp
Saint-Nizier-sous-Charlieu,1.16
city,temp
Saint-Nicolas-du-Pélem,4.68
city,temp
Saint-Nicolas-du-Pélem,4.91
city,temp
Saint-Nicolas-de-Redon,7.32
city,temp
Saint-Nicolas-de-Redon,7.11
city,temp
Saint-Nicolas-de-Port,1.46
city,temp
Saint-Nicolas-de-la-Taille,6.58
city,temp
Saint-Nicolas-de-la-Taille,6.53
city,temp
Saint-Nicolas-de-la-Grave,12.77
city,temp
Saint-Nicolas-de-la-Grave,12.69
city,temp
Saint-Nicolas-de-Bourgueil,5.17
city,temp
Saint-Nicolas-de-Bourgueil,5.08
city,temp
Saint-Nicolas-d'Aliermont,6.34
city,temp
Saint-Nicolas-d'Aliermont,6.31
city,temp
Saint-Nicolas,6
city,temp
Saint Nicolas Les Arras,6
city,temp
Saint-Nazaire-les-Eymes,5.08
city,temp
Saint-Nazaire-les-Eymes,5.08
city,temp
Saint-Nazaire,7.57
city,temp
Saint-Nazaire,7.57
city,temp
Saint-Nazaire,13.51
city,temp
Saint-Nazaire,13.51
city,temp
Saint-Nauphary,14
city,temp
Saint-Nabord,0.16
city,temp
Saint-Nabord,0.16
city,temp
Saint-Molf,7.16
city,temp
Saint-Molf,7.15
city,temp
Saint-Mitre-les-Remparts,11.3
city,temp
Saint-Mitre-les-Remparts,11.15
city,temp
Saint-Mihiel,3.26
city,temp
Saint-Mihiel,3.19
city,temp
Saint-Michel-sur-Meurthe,0.27
city,temp
Saint-Michel-sur-Meurthe,0.31
city,temp
Saint-Michel-Mont-Mercure,2.86
city,temp
Saint-Michel-Mont-Mercure,2.86
city,temp
Saint-Michel-le-Cloucq,1.53
city,temp
Saint-Michel-le-Cloucq,1.6
city,temp
Saint-Michel-de-Maurienne,3.62
city,temp
Saint-Michel-de-Maurienne,3.7
city,temp
Saint-Michel-Chef-Chef,6.91
city,temp
Saint-Michel-Chef-Chef,6.95
city,temp
Saint-Michel,2.64
city,temp
Saint-Michel,2.64
city,temp
Saint-Mexant,8.8
city,temp
Saint-Mexant,8.8
city,temp
Saint-Mesmin,3.51
city,temp
Saint-Mesmin,3.5
city,temp
Saint-Menges,5.77
city,temp
Saint-Menges,6.05
city,temp
Saint-Memmie,3.91
city,temp
Saint-Memmie,3.88
city,temp
Saint-Même-le-Tenu,5.33
city,temp
Saint-Même-le-Tenu,5.45
city,temp
Saint-Même-les-Carrières,1.79
city,temp
Saint-Même-les-Carrières,1.79
city,temp
Saint-Méloir-des-Ondes,6.93
city,temp
Saint-Méloir-des-Ondes,6.91
city,temp
Saint-Melaine-sur-Aubance,5.72
city,temp
Saint-Melaine-sur-Aubance,5.72
